Empresa;Tipo;Servico;ID_Prestador;Nr_nf;Ds_Obs_Cmc;Vl_Solicitacao_Total;Solicitação;Pedido;Ds_Compra;Prioridade;Data;Data_Prev;Natureza da Solicitacao;Usuario;Situacao
607;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 17 - DEPOSITO PARA 10/05/2024;390.0;4886;20078.0;REALIZADA;NORMAL;03/05/2024;06/05/2024;SERVICO/PRODUTO;1856;APROVADA
841;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 15 - DEPOSITO 10/05/2024;1800.0;4887;20079.0;REALIZADA;NORMAL;03/05/2024;06/05/2024;SERVICO/PRODUTO;1856;APROVADA
2;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 16 - DEPOSITO PARA 10/05/2024;210.0;4888;20080.0;REALIZADA;NORMAL;03/05/2024;06/05/2024;SERVICO/PRODUTO;1856;APROVADA
25;PREVENTIVO;ZELADORIA;JOSE MANOEL GARCIA ;;NF 11 - DEPOSITO PARA 10/05/2024;875.0;4889;20109.0;REALIZADA;NORMAL;03/05/2024;07/05/2024;SERVICO/PRODUTO;1856;APROVADA
23;PREVENTIVO;LIMPEZA VITRINE ;ANDERSON RICARDO DE ARRUDA;;NF 137 - DEPOSITO PARA 10/05/2024;300.0;4890;20082.0;REALIZADA;NORMAL;03/05/2024;06/05/2024;SERVICO/PRODUTO;1856;APROVADA
1;AQUISI��O ;;;2315299.0;LINK COM O MODELO DO MATERIAL ENVIADO POR EMAIL;187.34;4891;20294.0;PENDENTE;NORMAL;03/05/2024;16/05/2024;COMPRA;1856;APROVADA
30;AQUISI��O ;LIMPEZA;BMA COM PROD AROM E LOC EQUIP EIRELI ;6378.0;NF 6378 - DEPOSITO PARA 20/05;200.0;4895;20075.0;REALIZADA;NORMAL;06/05/2024;06/05/2024;SERVICO/PRODUTO;1857;APROVADA
821;OBRA;PARTICULAR DO RICARDO;MATEUS RIBEIRO DA SILVA ;;NF 5 - PAGAMENTO PARA 09/05/2024;6000.0;4896;20076.0;REALIZADA;NORMAL;06/05/2024;06/05/2024;SERVICO/PRODUTO;1856;APROVADA
1;AQUISI��O ;LIMPEZA;BMA COM PROD AROM E LOC EQUIP EIRELI ;6406.0;NF 6406 - DEPOSITO PARA 20/05;200.0;4897;20081.0;REALIZADA;NORMAL;06/05/2024;06/05/2024;SERVICO/PRODUTO;1857;APROVADA
10;AQUISI��O ;;;577244.0;COMPRAR NO LINK ENVIADO POR EMAIL;275.0;4900;20461.0;PENDENTE;MEDIA;06/05/2024;24/05/2024;COMPRA;1856;APROVADA
1;;;;557559.0;;8834.54;4901;20239.0;PENDENTE;NORMAL;06/05/2024;14/05/2024;COMPRA;1851;APROVADA
1;;;;292054.0;;10534.73;4903;20125.0;PENDENTE;NORMAL;06/05/2024;16/05/2024;COMPRA;1851;APROVADA
1;;;;622445.0;;3128.37;4904;20119.0;PENDENTE;NORMAL;06/05/2024;16/05/2024;COMPRA;1851;APROVADA
5;PREVENTIVO;LIMPEZA VITRINE ;DOUGLAS A DA SILVA;;NF 3867 - BOLETO COM VENCIMENTO PARA 13/05;100.0;4905;20106.0;REALIZADA;NORMAL;06/05/2024;07/05/2024;SERVICO/PRODUTO;1857;APROVADA
5;PREVENTIVO;LIMPEZA VITRINE ;DOUGLAS A DA SILVA;;NF 3868 - BOLETO COM VENCIMENTO PARA 01/06;100.0;4907;20107.0;REALIZADA;NORMAL;06/05/2024;07/05/2024;SERVICO/PRODUTO;1857;APROVADA
9;CORRETIVO;ELETRICA;MARCO AURELIO DA SILVA;;NF 37 - DEPOSITO PIX PARA 20/05;880.0;4909;20108.0;REALIZADA;NORMAL;06/05/2024;07/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;;;6883534.0;LINK E DESCRICAO DA COMORA  MATERIL ENVIADO POR EMAIL;577.93;4927;20156.0;PENDENTE;NORMAL;07/05/2024;13/05/2024;COMPRA;1856;APROVADA
605;AQUISI��O ;;;41075.0;NF 41075 - VENCIMENTO DO BOLETO 11/05/2024;6586.19;4947;20146.0;REALIZADA;NORMAL;08/05/2024;08/05/2024;SERVICO/PRODUTO;1856;ATENDIDA
9;CORRETIVO;MONITORAMENTO;ROMMA SISTEMAS;;NF 7892 - BOLETO PARA 13/05;155.94;4953;20178.0;REALIZADA;NORMAL;08/05/2024;10/05/2024;SERVICO/PRODUTO;1857;APROVADA
14;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 28969 - VENCIMENTO DO BOLETO 17/05/2024;110.38;4955;20177.0;REALIZADA;NORMAL;08/05/2024;10/05/2024;SERVICO/PRODUTO;1856;APROVADA
9;CORRETIVO;MONITORAMENTO;ROMMA SISTEMAS;182706.0;NF 182706 - BOLETO PARA 13/05;580.89;4956;20179.0;REALIZADA;NORMAL;08/05/2024;10/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;;;8.0;NF 8 - DEPOSITO PARA 23/05/2024;1650.0;4957;20173.0;REALIZADA;NORMAL;08/05/2024;10/05/2024;SERVICO/PRODUTO;1856;APROVADA
18;PREVENTIVO;AR CONDICIONADO;MBR CLIMATIZA�AO;;NF 1100 - DEPOSITO PARA 25/05;467.86;4958;20172.0;REALIZADA;NORMAL;08/05/2024;10/05/2024;SERVICO/PRODUTO;1857;APROVADA
25;CORRETIVO;TELEFONIA;GY8 TECNOLOGIA E SEGURAN�A ELETRONICA LTDA ;;NF 202414 - BOLETO PIX PARA 20/05;279.0;4959;20151.0;REALIZADA;NORMAL;08/05/2024;08/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;CORRETIVO;ELETRICA;ELIAS KAMEMATSU YAMAMOTO;;NF 7 - VENCIMENTO PARA 22/05;5200.0;4960;20153.0;REALIZADA;NORMAL;08/05/2024;08/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;CORRETIVO;ELETRICA;ELIAS KAMEMATSU YAMAMOTO;;NF 6 - VENCIMENTO PARA 22/05;9440.0;4961;20154.0;REALIZADA;NORMAL;08/05/2024;08/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;OBRA;;G3 COMERCIO E SERVI�OS DE VIDROS E ESQUADRIAS ;158.0;NF 8 - PAGAMENTO SERA EM 2X CONFORME DESCRICAO DO EMAIL;5660.0;4962;20187.0;REALIZADA;NORMAL;08/05/2024;10/05/2024;SERVICO/PRODUTO;1856;APROVADA
1;CORRETIVO;ELETRICA;PNK AUTOMACAO E SOLUCOES ELETRICAS LTDA;;NF 304 - VENCIMENTO PARA 20/05;12250.0;4964;20263.0;REALIZADA;NORMAL;08/05/2024;15/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;;;225805.0;LINK COM O MODELO DO MATERIAL ENVIADO POR EMAIL;220.0;4970;20378.0;PENDENTE;ALTA;09/05/2024;21/05/2024;COMPRA;1856;APROVADA
23;AQUISI��O ;;;72710.0;LINK COM O MODELO DO MATERIAL ENVIADO POR EMAIL;101.8;4971;20383.0;PENDENTE;MEDIA;09/05/2024;22/05/2024;COMPRA;1856;APROVADA
1;AQUISI��O ;;;1683.0;MODELO ENVIADO POR EMAIL;2753.5;4972;20246.0;PENDENTE;NORMAL;09/05/2024;27/05/2024;COMPRA;1856;APROVADA
1;AQUISI��O ;;;683420.0;LINK DO MATERIAL ENVIADO POR EMAIL;411.8;4973;20330.0;PENDENTE;NORMAL;09/05/2024;20/05/2024;COMPRA;1856;APROVADA
1;PREVENTIVO;INDUSTRIAL;SSJ SOLUCOES EM SERVI�OS EMPRESARIAIS LTDA ;;NF 853 - BOLETO PARA 20/05;703.5;4974;20185.0;REALIZADA;NORMAL;09/05/2024;10/05/2024;SERVICO/PRODUTO;1857;APROVADA
841;PREVENTIVO;LIMPEZA;BEST SHINE SERVI�OS LTDA;;NF 5852 - DEPOSITO COM VENCIMENTO PARA 22/05;2280.0;4975;20190.0;REALIZADA;NORMAL;09/05/2024;10/05/2024;SERVICO/PRODUTO;1857;APROVADA
605;AQUISI��O ;;;52488.0;LINK DO MATERIAL ENVIADO POR EMAIL;720.0;4977;20457.0;PENDENTE;ALTA;09/05/2024;24/05/2024;COMPRA;1856;APROVADA
402;OBRA;ENFERMARIA;;5425.0;SEGUIR EXATAMENTE O LINK ENVIADO POR EMAIL;164.5;4978;20445.0;PENDENTE;ALTA;09/05/2024;24/05/2024;COMPRA;1856;APROVADA
1;;;;4835.0;NF 4835 - VENCIMENTO DO BOLETO 15/05/2024;849.0;4979;20210.0;REALIZADA;NORMAL;09/05/2024;13/05/2024;SERVICO/PRODUTO;1856;APROVADA
1;AQUISI��O ;VIDRACARIA ;SANDOVAL OLIVEIRA SANTOS;1347.0;NF 1347 - DEPOSITO PARA 24/05/2024;2696.4;4982;20222.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1856;APROVADA
402;PREVENTIVO;ELEVADORES;SEGG ELEVADORES ;;NF 15746 - BOLETO COM VENCIMENTO PARA 05/06;602.97;4983;20220.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 700 - BOLETO COM VENCIMENTO PARA 15/05;5834.28;4986;20223.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 698 - BOLETO COM VENCIMENTO PARA 15/05;220.0;4987;20224.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
402;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 701 - BOLETO COM VENCIMENTO PARA 15/05;176.0;4988;20227.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 699 - BOLETO COM VENCIMENTO PARA 15/05;4400.0;4989;20225.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
841;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 697 - BOLETO COM DEPOSITO PARA 15/05;165.0;4990;20228.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
23;CORRETIVO;PELICULA ;LEONARDO VINICIUS AMARIO DOS SANTOS ;;NF 34 - DEPOSITO PARA 22/05;1600.0;4991;20208.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
402;CORRETIVO;ELEVADORES;SEGG ELEVADORES ;;NF 15789 - BOLETO COM VENCIMENTO PARA 20/05;3508.0;4993;20217.0;REALIZADA;NORMAL;10/05/2024;13/05/2024;SERVICO/PRODUTO;1857;APROVADA
25;CORRETIVO;SERRALHERIA;LUCILENE REZENDE MAIA ;;NF 26 - PAGAMENTO PARA  17/05/2024;1480.0;4995;20221.0;REALIZADA;NORMAL;13/05/2024;13/05/2024;SERVICO/PRODUTO;1856;APROVADA
23;AQUISI��O ;;;12388.0;LINK DA LOJA ENVIADO POR EMAIL;365.5;4997;20331.0;PENDENTE;NORMAL;13/05/2024;20/05/2024;COMPRA;1856;APROVADA
841;PREVENTIVO;ZELADORIA;FLAVIO BARBOSA PASCOAL;;NF 174 - BOLETO COM VENCIMENTO PARA 30/05;1050.0;5011;20245.0;REALIZADA;NORMAL;13/05/2024;14/05/2024;SERVICO/PRODUTO;1857;APROVADA
30;CORRETIVO;ELETRICA;CYNTHRON COMERCIAL IMPORTADORA DE CONFECCOES ;;NF 6507 - VENCIMENTO 20/05/2024;1150.0;5013;20240.0;REALIZADA;NORMAL;13/05/2024;14/05/2024;SERVICO/PRODUTO;1856;APROVADA
1;AQUISI��O ;;;61828.0;LINK DO MATERIAL ENVIADO POR EMAIL;837.0;5017;20327.0;REALIZADA;NORMAL;14/05/2024;20/05/2024;SERVICO/PRODUTO;1856;APROVADA
25;CORRETIVO;HIDR�ULICA;CVP-CONSTRUTORA LTDA ;;NF 2024/15 -;15061.11;5022;20264.0;REALIZADA;NORMAL;14/05/2024;15/05/2024;SERVICO/PRODUTO;1856;APROVADA
5;AQUISI��O ;;;9799.0;LINK DO MATERIAL ENVIADO POR EMAIL;268.0;5024;20377.0;PENDENTE;NORMAL;14/05/2024;07/06/2024;COMPRA;1856;APROVADA
25;PREVENTIVO;JARDINAGEM;CASA DO JARDIM E JARDINAGEM LTDA;;NF 2024/78 - VENCIMENTO 01/06/2024;1617.15;5025;20249.0;REALIZADA;NORMAL;14/05/2024;15/05/2024;SERVICO/PRODUTO;1856;APROVADA
821;OBRA;GRAFICA;TECNOLINE SUL COPIADORA;;NF 4725 - BOLETO COM VENCIMENTO PARA  21/05/2024;324.1;5027;20260.0;REALIZADA;NORMAL;15/05/2024;15/05/2024;SERVICO/PRODUTO;1856;APROVADA
14;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 23 - BOLETO COM VENCIMENTO PARA 28/05;1410.0;5029;20272.0;REALIZADA;NORMAL;15/05/2024;15/05/2024;SERVICO/PRODUTO;1857;APROVADA
23;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 22 - BOLETO COM VENCIMENTO PARA 28/05;1970.0;5031;20273.0;REALIZADA;NORMAL;15/05/2024;15/05/2024;SERVICO/PRODUTO;1857;APROVADA
30;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 21 - BOLETO COM VENCIMENTO PARA 28/05;3950.0;5032;20274.0;REALIZADA;NORMAL;15/05/2024;15/05/2024;SERVICO/PRODUTO;1857;APROVADA
607;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 20 - BOLETO COM VENCIMENTO PARA 28/05;290.0;5033;20276.0;REALIZADA;NORMAL;15/05/2024;15/05/2024;SERVICO/PRODUTO;1857;APROVADA
8;PREVENTIVO;LIMPEZA VITRINE ;ALDO RIBEIRO DE ALMEIDA;;NF 696 - VENCIMENTO PARA 24/05;380.0;5034;20270.0;REALIZADA;NORMAL;14/05/2024;15/05/2024;SERVICO/PRODUTO;1857;APROVADA
9;PREVENTIVO;LIMPEZA VITRINE ;ALDO RIBEIRO DE ALMEIDA;;NF 695 - VENCIMENTO PARA 24/05;880.0;5035;20271.0;REALIZADA;NORMAL;15/05/2024;15/05/2024;SERVICO/PRODUTO;1857;APROVADA
8;AQUISI��O ;;;209.0;LINK DO MATERIAL ENVIADO POR EMAIL;346.0;5048;20774.0;PENDENTE;NORMAL;15/05/2024;14/06/2024;COMPRA;1856;APROVADA
1;AQUISI��O ;INDUSTRIAL;WALDESA MOTOMERCANTIL ;28493.0;SEGUIR COM A COMPRA CONFORME O EMAIL;4850.0;5065;20386.0;PENDENTE;NORMAL;17/05/2024;29/05/2024;COMPRA;1856;ATENDIDA
1;AQUISI��O ;;;50906.0;NF 50906 - VENCIMENTO DO BOLETO 10/06/2024;266.0;5072;20346.0;REALIZADA;NORMAL;17/05/2024;20/05/2024;SERVICO/PRODUTO;1856;APROVADA
19;CORRETIVO;VIDRACARIA ;PAULO VICTOR BITTENCOURT DA CRUZ;;NF 7 - DEPOSITO PARA 31/05;3500.0;5075;20370.0;REALIZADA;NORMAL;17/05/2024;21/05/2024;SERVICO/PRODUTO;1857;APROVADA
13;PREVENTIVO;LIMPEZA VITRINE ;DIEGO ALEXANDRE ALVES MARTINS;;NF 252 - DEPOSITO COM VENCIMENTO PARA 05/06;210.0;5077;20375.0;REALIZADA;NORMAL;20/05/2024;21/05/2024;SERVICO/PRODUTO;1857;APROVADA
13;PREVENTIVO;LIMPEZA VITRINE ;DIEGO ALEXANDRE ALVES MARTINS;;NF 253 - DEPOSITO COM VENCIMENTO PARA 05/06;250.0;5078;20376.0;REALIZADA;NORMAL;20/05/2024;21/05/2024;SERVICO/PRODUTO;1857;APROVADA
8;AQUISI��O ;;;610535.0;LINK DO MATERIAL ENVIADO POR E-MAIL;2800.0;5082;20380.0;PENDENTE;ALTA;20/05/2024;22/05/2024;COMPRA;1856;ATENDIDA
1;CORRETIVO;ELETRICA;;1789350.0;FAVOR SEGUIR A DESCRICAO ENVIADA POR EMAIL;1001.1;5089;20413.0;PENDENTE;NORMAL;21/05/2024;28/05/2024;COMPRA;1856;APROVADA
1;AQUISI��O ;AMOSTRAS;PANTOGRAVURA INSDUSTRIAL ;11430.0;NF 11430 - PAGAMENTO PARA 30/05/2024;880.0;5092;20368.0;REALIZADA;NORMAL;21/05/2024;21/05/2024;SERVICO/PRODUTO;1856;APROVADA
13;PREVENTIVO;AR CONDICIONADO;CONTROL AIR ENGENHARIA;;NF 26966 - DEPOSITO COM VENCIMENTO PARA 03/06;262.53;5093;20373.0;REALIZADA;NORMAL;21/05/2024;21/05/2024;SERVICO/PRODUTO;1857;APROVADA
841;PREVENTIVO;DEDETIZACAO;D.D COOPER DEDETIZADORA ;;NF 3855 - DEPOSITO PARA 04/06;1110.5;5094;20374.0;REALIZADA;NORMAL;21/05/2024;21/05/2024;SERVICO/PRODUTO;1857;APROVADA
402;CORRETIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2691 - DEPOSITO COM VENCIMENTO PARA 05/06;18050.0;5096;20436.0;REALIZADA;NORMAL;21/05/2024;24/05/2024;SERVICO/PRODUTO;1857;APROVADA
605;OBRA;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2692 - DEPOSITO COM VENCIMENTO PARA 05/06;1500.0;5097;20405.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2693 - DEPOSITO COM VENCIMENTO PARA 03/06;3000.0;5099;20402.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
402;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2694 - DEPOSITO COM VENCIMENTO PARA 03/06;2000.0;5101;20401.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2695 - DEPOSITO COM VENCIMENTO PARA 03/06;800.0;5102;20389.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
841;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2696 - DEPOSITO COM VENCIMENTO PARA 03/06;900.0;5103;20390.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
607;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2697 - DEPOSITO COM VENCIMENTO PARA 03/06;180.0;5104;20393.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
2;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2698 - DEPOSITO COM VENCIMENTO PARA 03/06;250.0;5105;20394.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
605;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2699 - DEPOSITO COM VENCIMENTO PARA 03/06;180.0;5106;20395.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
30;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF2700 - DEPOSITO COM VENCIMENTO PARA 03/06;1100.0;5107;20396.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
5;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2701 - DEPOSITO COM VENCIMENTO PARA 03/06;500.0;5109;20397.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
23;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2702 - DEPOSITO COM VENCIMENTO PARA 03/06;400.0;5111;20399.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
14;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2703 - DEPOSITO COM VENCIMENTO PARA 03/06;270.0;5112;20400.0;REALIZADA;NORMAL;21/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;;;685954.0;SEGUIR LINK ENVIADO POR EMAIL;73.8;5113;20509.0;PENDENTE;NORMAL;21/05/2024;28/05/2024;COMPRA;1856;APROVADA
9;AQUISI��O ;;;1116293.0;FAVOR SEGUIR O LINK ENVIADO POR EMAIL;127.5;5114;20475.0;PENDENTE;NORMAL;21/05/2024;27/05/2024;COMPRA;1856;APROVADA
1;AQUISI��O ;;;3964.0;LINK DO MATERIAL ENVIADO POR EMAIL;1040.0;5115;20516.0;PENDENTE;NORMAL;21/05/2024;28/05/2024;COMPRA;1856;APROVADA
1;OBRA;;;1789350.0;FAVOR SEGUIR A DESCRICAO DO EMAIL;5879.64;5116;20413.0;PENDENTE;ALTA;21/05/2024;28/05/2024;COMPRA;1856;APROVADA
1;AQUISI��O ;MATERIAIS P/ MANUT.;GL COMERCIO DE MATERIAS ;6185.0;NF 6185 - BOLETO PARA 03/06/2024;1194.68;5117;20438.0;REALIZADA;NORMAL;21/05/2024;24/05/2024;SERVICO/PRODUTO;1856;APROVADA
605;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 29393 - BOLETO PARA 05/06;105.69;5118;20407.0;REALIZADA;NORMAL;22/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
2;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 29394 - BOLETO PARA 04/06;158.53;5119;20408.0;REALIZADA;NORMAL;22/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
607;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 29433 - BOLETO PARA 05/06;105.32;5120;20409.0;REALIZADA;NORMAL;22/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
30;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 29447 - BOLETO PARA 04/06;666.42;5121;20410.0;REALIZADA;NORMAL;22/05/2024;22/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;MATERIAIS P/ MANUT.;ANDRA SA ELETRIC SOLUTIONS ;1786856.0;NF 1767595 - ASSIM QUE O BOLETO FOR ENVIADO, IREI ANEXAR NO EMAIL;3949.4;5124;20442.0;REALIZADA;NORMAL;23/05/2024;24/05/2024;SERVICO/PRODUTO;1856;APROVADA
1;OBRA;CIVIL;;1072085.0;FAVOR REALIIZAR A COMPRA SEGUINDO A DESCRICAO ENVIADA POR EMAIL;3592.73;5126;20773.0;PENDENTE;ALTA;23/05/2024;14/06/2024;COMPRA;1856;APROVADA
821;OBRA;PARTICULAR DO RICARDO;VOID;;COMPRADO PELO  ALBERTO - PAGAMENTODE 30% 24/05 - DEMAIS OBS NO EMAIL;300000.0;5129;;REALIZADA;ALTA;23/05/2024;;SERVICO/PRODUTO;1856;APROVADA
10;CORRETIVO;PELICULA ;LEONARDO VINICIUS AMARIO DOS SANTOS ;;NF 36 - DEPOSITO COM VENCIMENTO PARA 06/06;2950.0;5130;20439.0;REALIZADA;NORMAL;23/05/2024;24/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;AMOSTRAS;RGCK COMUNICACAO LTDA;578.0;NF 578 - DEPOSITO COM VENCIMENTO PARA 27/05;360.0;5131;20440.0;REALIZADA;ALTA;23/05/2024;24/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;AR CONDICIONADO;DAIKIN AR CONDICIONADO BRASIL LTDA;79754.0;NF 79754 - BOLETO PARA 18/06;1900.0;5132;20444.0;REALIZADA;NORMAL;23/05/2024;24/05/2024;SERVICO/PRODUTO;1857;APROVADA
821;OBRA;PARTICULAR DO RICARDO;STUDIO ARTHUR DE MATTOS CASAS ARQUITETURA DESIGN ;;NF 3038 - DEPOSITO PARA 24/05;5500.0;5133;;REALIZADA;NORMAL;23/05/2024;;SERVICO/PRODUTO;1857;APROVADA
1;AQUISI��O ;MATERIAIS P/ MANUT.;ANDRA SA ELETRIC SOLUTIONS ;10402.0;NF 8050 - ASSIM QUE O BOLETO FOR ENVIADO, IREI ANEXAR NO EMAIL;1261.02;5135;20443.0;REALIZADA;NORMAL;23/05/2024;24/05/2024;SERVICO/PRODUTO;1856;APROVADA
1;AQUISI��O ;MOVEIS ;;2161.0;REALIZAR A COMPRA COM O MESMO FORNECEDOR DA ULTIMA VEZ;1739.94;5139;20493.0;PENDENTE;NORMAL;23/05/2024;29/05/2024;COMPRA;1856;APROVADA
13;;;;49480.0;LINK DOS MATERIAIS ENVIADO POR EMAIL;345.0;5140;20621.0;REALIZADA;NORMAL;24/05/2024;05/06/2024;SERVICO/PRODUTO;1856;APROVADA
19;;;;6009.0;LINK DO MATERIAL ENVIADO POR EMAIL;265.0;5141;20600.0;PENDENTE;NORMAL;24/05/2024;04/06/2024;COMPRA;1856;APROVADA
1;;;;42408.0;SERAO 20 PROLONGADORES - CADA KIT CONTEM 4 - LINK ESTA NO EMAIL;280.25;5143;20579.0;PENDENTE;NORMAL;24/05/2024;03/06/2024;COMPRA;1856;APROVADA
1;CORRETIVO;ELETRICA;ASSIST24 ADVANCED SUPPORT;;NF 727 - VENCIMENTO PARA 22/06;1365.0;5152;20470.0;REALIZADA;NORMAL;24/05/2024;27/05/2024;SERVICO/PRODUTO;1857;APROVADA
2;CORRETIVO;ENVELOPAMENTO;FABIO CLEMENTE COSTA;;NF 46 - DEPOSITO PARA 07/06;500.0;5153;20471.0;REALIZADA;NORMAL;24/05/2024;27/05/2024;SERVICO/PRODUTO;1857;APROVADA
841;OBRA;COMBATE DE INC�NDIO;ANDERSON PEREIRA DA SILVA;;NF 281 - DEPOSITO COM VENCIMENTO PARA 07/06;8000.0;5154;20472.0;REALIZADA;NORMAL;24/05/2024;27/05/2024;SERVICO/PRODUTO;1857;APROVADA
1;;;;;NF 10 - PAGAMENTO PARA 03/06/2024;3600.0;5159;20482.0;REALIZADA;NORMAL;27/05/2024;27/05/2024;SERVICO/PRODUTO;1856;APROVADA
402;;;;;NF 9 - PAGAMENTO PARA 03/06/2024;3800.0;5160;20483.0;REALIZADA;NORMAL;27/05/2024;27/05/2024;SERVICO/PRODUTO;1856;APROVADA
25;PREVENTIVO;LIMPEZA VITRINE ;TOP GLASS VITRINE LTDA;;NF 2024/264 - DEPOSITO PARA 01/06;650.0;5164;20486.0;REALIZADA;NORMAL;26/05/2024;27/05/2024;SERVICO/PRODUTO;1857;APROVADA
24;PREVENTIVO;LIMPEZA VITRINE ;TOP GLASS VITRINE LTDA;;NF 2024/265 - DEPOSITO PARA 01/06;437.5;5167;20485.0;REALIZADA;NORMAL;27/05/2024;27/05/2024;SERVICO/PRODUTO;1857;APROVADA
